week,failure_probability,pregnancy_penalty,total_risk,group
11.0,0.24779368061221382,1.0,2.486762083673283,1
11.142857142857142,0.23888702484064556,0.8571428571428577,2.290465006186731,1
11.285714285714285,0.23026927967222027,0.7142857142857153,2.095901392319037,1
11.428571428571427,0.22193411853643302,0.571428571428573,1.9030332826471712,1
11.57142857142857,0.2138750654255643,0.4285714285714306,1.7118218211248164,1
11.714285714285712,0.20608552956146153,0.28571428571428825,1.5222274630830575,1
11.857142857142854,0.19855883692185666,0.1428571428571459,1.3342101643882858,1
11.999999999999996,0.19128825882147643,3.552713678800501e-15,1.1477295529288623,1
12.142857142857139,0.18426703773831674,0.4285714285714164,1.5341736550013167,1
12.285714285714281,0.17748841056957476,0.8571428571428434,1.922073320560292,1
12.428571428571423,0.1709456294950701,1.2857142857142705,2.311388062684691,1
12.571428571428566,0.1646319806187851,1.7142857142856975,2.702077597998408,1
12.714285714285708,0.15854080055154027,2.1428571428571246,3.094101946166366,1
12.85714285714285,0.15266549108998237,2.5714285714285516,3.487421517968446,1
12.999999999999993,0.14699953213908412,2.9999999999999787,3.8819971928344836,1
13.142857142857135,0.14153649301737445,3.4285714285714057,4.277790386675653,1
13.285714285714278,0.13627004227617376,3.857142857142833,4.6747631107998755,1
13.42857142857142,0.1311939561563134,4.28571428571426,5.07287802265214,1
13.571428571428562,0.12630212579819677,4.714285714285687,5.472098469074868,1
13.714285714285705,0.12158856331365175,5.142857142857114,5.8723885227390245,1
13.857142857142847,0.11704740682088915,5.571428571428541,6.273713012353876,1
13.99999999999999,0.11267292453701128,5.999999999999968,6.676037547222036,1
14.142857142857132,0.10845951801594356,6.428571428571395,7.079328536667056,1
14.285714285714274,0.10440172461340315,6.857142857142822,7.483553204823241,1
14.428571428571416,0.10049421925456148,7.285714285714249,7.888679601241618,1
14.571428571428559,0.09673181557441926,7.714285714285676,8.294676607732193,1
14.714285714285701,0.09310946649558935,8.142857142857103,8.701513941830639,1
14.857142857142843,0.08962226430315721,8.57142857142853,9.109162157247473,1
14.999999999999986,0.08626544027157203,8.999999999999957,9.51759264162939,1
15.142857142857128,0.08303436389409198,9.428571428571384,9.926777611935936,1
15.28571428571427,0.07992454176116442,9.857142857142811,10.336690107709797,1
15.428571428571413,0.07693161613024245,10.285714285714239,10.747303982495692,1
15.571428571428555,0.07405136322593102,10.714285714285666,11.158593893641251,1
15.714285714285698,0.07127969130598534,11.142857142857093,11.570535290693005,1
15.85714285714284,0.06861263852555818,11.57142857142852,11.98310440258187,1
15.999999999999982,0.06604637062918632,11.999999999999947,12.396278223775065,1
16.142857142857125,0.06357717849731252,12.428571428571374,12.810034499555249,1
16.285714285714267,0.061201475571645965,12.8571428571428,13.224351710572677,1
16.42857142857141,0.05891579518136196,13.285714285714228,13.6392090568024,1
16.57142857142855,0.0567167877900096,13.714285714285655,14.054586441025712,1
16.714285714285694,0.054601218181037074,14.142857142857082,14.470464451943304,1
16.857142857142836,0.052565962598036045,14.571428571428509,14.886824347016725,1
16.99999999999998,0.050608005854146335,14.999999999999936,15.303648035124814,1
17.14285714285712,0.048724438423533585,15.428571428571363,15.720918059112565,1
17.285714285714263,0.04691245352645583,15.85714285714279,16.138617578301524,1
17.428571428571406,0.04516934421814858,16.285714285714217,16.55673035102311,1
17.571428571428548,0.043492500490587775,16.714285714285644,16.97524071722917,1
17.71428571428569,0.0418794063951147,17.14285714285707,17.39413358122776,1
17.857142857142833,0.04032763719293087,17.5714285714285,17.813394394586084,1
17.999999999999975,0.03883485653957597,17.999999999999925,18.23300913923738,1
18.142857142857117,0.03739881370869409,18.428571428571352,18.652964310823517,1
18.28571428571426,0.036017340859652094,18.85714285714278,19.073246902300692,1
18.428571428571402,0.034688350352908376,19.285714285714207,19.493844387831658,1
18.571428571428545,0.03340983211642085,19.714285714285634,19.91474470698416,1
18.714285714285687,0.032179851065839496,20.14285714285706,20.335936249252097,1
18.85714285714283,0.030996544580728046,20.571428571428488,20.757407838912854,1
18.99999999999997,0.0298581200386207,20.999999999999915,21.179148720231638,1
19.142857142857114,0.02876285240831341,21.428571428571342,21.60114854302122,1
19.285714285714256,0.02770908190343383,21.85714285714277,22.02339734856337,1
19.4285714285714,0.026695211697010817,22.285714285714196,22.44588555589626,1
19.57142857142854,0.025719705697478012,22.714285714285623,22.86860394847049,1
19.714285714285683,0.024781086386290733,23.14285714285705,23.291543661174796,1
19.857142857142826,0.02387793271710994,23.571428571428477,23.714696167731137,1
19.999999999999968,0.02300887807630515,23.999999999999904,24.138053268457735,1
20.14285714285711,0.022172608304355093,24.42857142857133,24.56160707839746,1
20.285714285714253,0.021367859777567402,24.857142857142758,24.985350015808162,1
20.428571428571395,0.020593417549407786,25.285714285714185,25.40927479101063,1
20.571428571428537,0.019848113550610166,25.714285714285612,25.833374395589274,1
20.71428571428568,0.019130824847140758,26.14285714285704,26.257642091939886,1
20.857142857142822,0.018440471955003885,26.571428571428466,26.68207140315849,1
20.999999999999964,0.01777601721080477,26.999999999999893,27.106656103264722,1
21.142857142857107,0.017136463196925553,27.42857142857132,27.531390207752874,1
21.28571428571425,0.016520851220121775,27.857142857142748,27.95626796446348,1
21.42857142857139,0.01592825984230713,28.285714285714175,28.381283844768017,1
21.571428571428534,0.015357803462264055,28.7142857142856,28.806432535059187,1
21.714285714285676,0.014808630946995398,29.14285714285703,29.231708928539,1
21.85714285714282,0.014279924311416486,29.571428571428456,29.657108117296954,1
21.99999999999996,0.01377089744507831,29.999999999999883,30.08262538467035,1
22.142857142857103,0.013280794884607537,30.42857142857131,30.508256197878953,1
22.285714285714246,0.012808890630551491,30.857142857142737,30.933996200926046,1
22.428571428571388,0.012354487007321028,31.285714285714164,31.35984120775809,1
22.57142857142853,0.01191691356493343,31.71428571428559,31.78578719567519,1
22.714285714285673,0.011495526021270165,32.14285714285702,32.21183029898464,1
22.857142857142815,0.011089705243579889,32.57142857142844,32.63796680288992,1
22.999999999999957,0.010698856267974852,32.99999999999987,33.064193137607724,1
23.1428571428571,0.010322407355688835,33.4285714285713,33.490505872705434,1
23.285714285714242,0.00995980908488697,33.857142857142726,33.916901711652045,1
23.428571428571384,0.009610533476840934,34.28571428571415,34.34337748657519,1
23.571428571428527,0.00927407315530769,34.71428571428558,34.76993015321742,1
23.71428571428567,0.008949940537975955,35.14285714285701,35.19655678608487,1
23.85714285714281,0.008637667058870575,35.571428571428434,35.62325457378166,1
23.999999999999954,0.008336802420632812,35.99999999999986,36.050020814523656,1
24.142857142857096,0.008046913875621663,36.42857142857129,36.47685291182502,1
24.28571428571424,0.007767585534809551,36.85714285714272,36.90374837035158,1
24.42857142857138,0.007498417703473647,37.28571428571414,37.330704791934984,1
24.571428571428523,0.007239026242712664,37.714285714285566,37.75771987174184,1
24.714285714285666,0.006989041955846663,38.142857142857,38.184791394592075,1
24.857142857142808,0.006748109998785661,38.57142857142843,38.61191723142114,1
24.99999999999995,0.006515889313480868,38.99999999999985,39.03909533588074,1
11.0,0.2762603430238608,1.0,2.657562058143165,2
11.142857142857142,0.2619073806077619,0.8571428571428577,2.4285871407894293,2
11.285714285714285,0.24812211733636957,0.7142857142857153,2.203018418303933,2
11.428571428571427,0.23489957816287751,0.571428571428573,1.980826040405838,2
11.57142857142857,0.22223282918130874,0.4285714285714306,1.761968403659283,2
11.714285714285712,0.21011320775242143,0.28571428571428825,1.5463935322288167,2
11.857142857142854,0.1985305415171292,0.1428571428571459,1.334040391959921,2
11.999999999999996,0.1874733553641746,3.552713678800501e-15,1.1248401321850512,2
12.142857142857139,0.1769290657138409,0.4285714285714164,1.4901458228544617,2
12.285714285714281,0.16688416173658746,0.8571428571428434,1.8584478275623681,2
12.428571428571423,0.15732437334674687,1.2857142857142705,2.2296605257947517,2
12.571428571428566,0.14823482599932558,1.7142857142856975,2.603694670281651,2
12.714285714285708,0.13960018247510822,2.1428571428571246,2.980458237707774,2
12.85714285714285,0.1314047719684714,2.5714285714285516,3.35985720323938,2
12.999999999999993,0.12363270689628827,2.9999999999999787,3.7417962413777084,2
13.142857142857135,0.11626798792781548,3.4285714285714057,4.126179356138299,2
13.285714285714278,0.10929459779705906,3.857142857142833,4.512910443925187,2
13.42857142857142,0.10269658450337384,4.28571428571426,4.901893792734503,2
13.571428571428562,0.09645813453523944,4.714285714285687,5.293034521497123,2
13.714285714285705,0.09056363676846436,5.142857142857114,5.6862389634679005,2
13.857142857142847,0.08499773769548075,5.571428571428541,6.081414997601425,2
13.99999999999999,0.07974538863869153,5.999999999999968,6.478472331832117,2
14.142857142857132,0.07479188558964615,6.428571428571395,6.877322742109272,2
14.285714285714274,0.07012290229859364,6.857142857142822,7.277880270934384,2
14.428571428571416,0.06572451721696057,7.285714285714249,7.6800613890160125,2
14.571428571428559,0.06158323486964747,7.714285714285676,8.083785123503562,2
14.714285714285701,0.05768600220570331,8.142857142857103,8.488973156091323,2
14.857142857142843,0.05402022044574849,8.57142857142853,8.895549894103022,2
14.999999999999986,0.0505737529131921,8.999999999999957,9.30344251747911,2
15.142857142857128,0.04733492930442498,9.428571428571384,9.712581004397935,2
15.28571428571427,0.04429254682126471,9.857142857142811,10.1228981380704,2
15.428571428571413,0.0414358685573878,10.285714285714239,10.534329497058565,2
15.571428571428555,0.038754619499651276,10.714285714285666,10.946813431283573,2
15.714285714285698,0.03623898047532272,11.142857142857093,11.36029102570903,2
15.85714285714284,0.033879580347528616,11.57142857142852,11.774706053513691,2
15.999999999999982,0.031667486733825266,11.999999999999947,12.190004920402899,2
16.142857142857125,0.029594195496813937,12.428571428571374,12.606136601552258,2
16.285714285714267,0.027651619231222474,12.8571428571428,13.023052572530135,2
16.42857142857141,0.02583207494890327,13.285714285714228,13.440706735407648,2
16.57142857142855,0.024128271141750392,13.714285714285655,13.859055341136157,2
16.714285714285694,0.022533294382621163,14.142857142857082,14.27805690915281,2
