gestational_weeks,bmi_analysis,bmi_analysis_z,assisted_conception,age_years,age_years_z,gc_ratio,gc_ratio_z,mapping_ratio,mapping_ratio_z,duplicate_ratio,duplicate_ratio_z,filtered_ratio,filtered_ratio_z,log_raw_reads,log_raw_reads_z,predicted_y_fraction,ci_low,ci_high
11.142857142857142,25.0,-2.4465800158676307,0,28.921992481203006,0.0,0.40064194311278195,0.0,0.7974687833336467,0.0,0.030470472340225558,0.0,0.02306988738392857,0.0,15.343104209438271,0.0,0.052052577791099015,0.039789931771182195,0.06782743034054817
11.261704681872748,25.0,-2.4465800158676307,0,28.921992481203006,0.0,0.40064194311278195,0.0,0.7974687833336467,0.0,0.030470472340225558,0.0,0.02306988738392857,0.0,15.343104209438271,0.0,0.05245087733058571,0.040120917424785935,0.06830045575941955
11.380552220888354,25.0,-2.4465800158676307,0,28.921992481203006,0.0,0.40064194311278195,0.0,0.7974687833336467,0.0,0.030470472340225558,0.0,0.02306988738392857,0.0,15.343104209438271,0.0,0.05285102347252359,0.04045129400322505,0.06877925432416612
11.49939975990396,25.0,-2.4465800158676307,0,28.921992481203006,0.0,0.40064194311278195,0.0,0.7974687833336467,0.0,0.030470472340225558,0.0,0.02306988738392857,0.0,15.343104209438271,0.0,0.05325254048050056,0.04078062496322115,0.069263313428881
11.618247298919567,25.0,-2.4465800158676307,0,28.921992481203006,0.0,0.40064194311278195,0.0,0.7974687833336467,0.0,0.030470472340225558,0.0,0.02306988738392857,0.0,15.343104209438271,0.0,0.05365493899886628,0.04110848388095013,0.06975206988727678
11.737094837935174,25.0,-2.4465800158676307,0,28.921992481203006,0.0,0.40064194311278195,0.0,0.7974687833336467,0.0,0.030470472340225558,0.0,0.02306988738392857,0.0,15.343104209438271,0.0,0.054057715990409344,0.04143445514052737,0.07024490891031475
11.85594237695078,25.0,-2.4465800158676307,0,28.921992481203006,0.0,0.40064194311278195,0.0,0.7974687833336467,0.0,0.030470472340225558,0.0,0.02306988738392857,0.0,15.343104209438271,0.0,0.054460354718015344,0.04175813443084863,0.07074116345886326
11.974789915966387,25.0,-2.4465800158676307,0,28.921992481203006,0.0,0.40064194311278195,0.0,0.7974687833336467,0.0,0.030470472340225558,0.0,0.02306988738392857,0.0,15.343104209438271,0.0,0.054862324772062446,0.04207912903702532,0.07124011399565357
12.093637454981993,25.0,-2.4465800158676307,0,28.921992481203006,0.0,0.40064194311278195,0.0,0.7974687833336467,0.0,0.030470472340225558,0.0,0.02306988738392857,0.0,15.343104209438271,0.0,0.05526308214529368,0.04239705791604514,0.07174098865727173
12.212484993997599,25.0,-2.4465800158676307,0,28.921992481203006,0.0,0.40064194311278195,0.0,0.7974687833336467,0.0,0.030470472340225558,0.0,0.02306988738392857,0.0,15.343104209438271,0.0,0.055662069356876134,0.04271155154973345,0.07224296386325059
